0,1,2,3,4,5,6,7,8
0.619595506339148,-0.5386872982805875,0.8242059292941958,-1.0666804257512996,-0.2500186758479905,-0.20563313380302417,0.8325896770365584,0.7831995436339129,0.7698674097772048
1.5264911897116888,-0.5386872982805875,0.2369276094819756,1.2550152686790834,-0.2500186758479905,-0.20563313380302417,1.475487026956152,1.5027825673002484,1.4490138943258208
-0.4982061499107281,0.43611463963121555,0.2369276094819756,0.09416742146389186,-1.3122113870743284,1.1439636648379616,-0.28355155546273664,-0.3231593552530767,-0.44392630728840793
1.9272125381786254,-0.5386872982805875,1.9987625689186361,0.09416742146389186,-0.10839298101781004,-0.20563313380302417,1.7344317928959885,1.7006678988084902,1.6946626227795758
1.4843099951362217,0.43611463963121555,1.9987625689186361,0.6745913450714877,-1.524649929319594,1.1439636648379616,1.475487026956152,1.421829477137785,1.217815091075228
1.6108535788626228,1.4109165775430186,1.411484249106416,0.09416742146389186,0.6705483405481721,0.2442324657439711,1.5112035463961295,1.4757982039127606,1.593513146357441
-0.5192967471984616,-1.5134892361923904,-0.9376290301424648,-1.0666804257512996,1.0954254250387034,-1.55522993244401,-0.462134152662624,-0.44009159659885605,-0.32832690566311146
0.21887415787221115,1.4109165775430186,0.8242059292941958,0.09416742146389186,0.8829868827934377,2.043694863931952,0.3236292750168796,0.24351227588416197,0.3941693544949912
-0.8778369010899314,1.4109165775430186,-0.35035071033024456,0.09416742146389186,0.6705483405481721,-0.20563313380302417,-0.9085906456623419,-0.9797788643486077,-0.8774240633832693
-0.5825685390616622,-0.5386872982805875,0.2369276094819756,-1.0666804257512996,0.31648410347272615,-1.55522993244401,-0.5067798019625956,-0.4850655355780018,-0.45837623249156967
-0.5192967471984616,1.4109165775430186,-0.35035071033024456,0.6745913450714877,0.24567125605763596,-0.9254180930782172,-0.42641763322264653,-0.41310723321136905,-0.4005765316789221
-1.0043804848163325,-0.5386872982805875,-0.35035071033024456,0.6745913450714877,0.45810979830290155,-0.20563313380302417,-1.2121810609021502,-1.1596746202651909,-1.1375227170401865
-0.4771155526229948,-0.5386872982805875,-0.35035071033024456,1.2550152686790834,0.5289226457179917,-0.6554987333500194,-0.4085593735026582,-0.36813329423222246,-0.32832690566311146
0.5563237144759474,0.43611463963121555,1.411484249106416,-1.0666804257512996,0.10404556122745555,0.6940980652909664,0.6897235992766485,0.7112412412672793,0.7120677089645566
